timestamp,28windspeed_100m (m/s),28cloudcover (%),28apparent_temperature (°C),57windspeed_100m (m/s),57cloudcover (%),57apparent_temperature (°C),68windspeed_100m (m/s),68cloudcover (%),68apparent_temperature (°C),70windspeed_100m (m/s),70cloudcover (%),70apparent_temperature (°C),82windspeed_100m (m/s),82cloudcover (%),82apparent_temperature (°C),83windspeed_100m (m/s),83cloudcover (%),83apparent_temperature (°C),84windspeed_100m (m/s),84cloudcover (%),84apparent_temperature (°C),92windspeed_100m (m/s),92cloudcover (%),92apparent_temperature (°C),95windspeed_100m (m/s),95cloudcover (%),95apparent_temperature (°C)
2023-07-18 16:00:00+00:00,3.87,80,14.63,5.02,76,17.0,7.94,57,18.32,5.67,82,17.18,1.39,100,12.49,1.78,89,12.98,3.27,0,24.57,0.77,74,33.57,5.59,97,10.77
2023-07-18 17:00:00+00:00,3.61,81,14.58,5.01,77,16.83,8.18,57,18.1,5.69,82,17.03,1.99,100,12.54,1.78,89,12.86,2.96,13,24.46,2.7,75,31.37,4.99,97,10.73
2023-07-18 18:00:00+00:00,3.45,77,14.16,4.95,77,16.09,7.77,55,17.48,5.5,80,16.45,2.44,100,12.5,1.93,86,12.13,2.43,28,23.54,2.33,77,26.11,4.21,96,10.48
2023-07-18 19:00:00+00:00,2.48,36,12.79,4.47,44,14.68,7.38,28,16.38,5.3,47,15.18,2.0,100,12.27,1.7,94,10.72,1.57,59,20.9,0.67,90,24.39,3.35,65,10.09
2023-07-18 20:00:00+00:00,1.9,21,10.0,4.09,28,12.69,6.8,23,14.99,4.85,31,13.43,2.18,100,11.98,1.78,97,9.45,0.96,79,18.46,1.07,95,21.93,2.36,60,8.39
2023-07-18 21:00:00+00:00,1.73,6,7.68,4.22,31,10.98,6.35,21,13.72,4.47,21,11.8,2.13,100,11.59,1.53,99,8.38,1.36,100,15.92,1.74,100,19.21,2.4,51,5.93
2023-07-18 22:00:00+00:00,1.65,8,6.8,4.2,27,10.13,6.32,20,13.44,4.39,20,11.35,3.22,100,11.21,1.56,99,7.98,1.73,91,14.96,2.08,96,18.52,2.29,45,5.0
2023-07-18 23:00:00+00:00,1.54,12,6.1,4.37,39,9.62,6.23,19,13.26,4.5,19,11.22,4.4,100,11.18,1.92,100,7.06,1.44,92,14.56,1.85,79,18.06,2.21,45,4.45
2023-07-19 00:00:00+00:00,1.64,15,5.38,4.2,35,7.51,6.28,27,12.98,4.58,21,11.05,4.61,100,11.26,1.75,100,6.77,1.62,92,14.66,2.6,72,18.02,2.06,49,3.95
2023-07-19 01:00:00+00:00,1.7,29,4.64,4.08,7,7.02,6.01,94,12.76,4.53,65,10.98,5.16,100,11.11,1.88,100,6.29,1.39,40,13.57,1.03,100,18.43,1.85,34,3.33
2023-07-19 02:00:00+00:00,1.5,44,4.59,4.0,5,6.55,5.67,92,12.33,4.02,82,10.74,5.2,100,10.92,2.19,100,5.33,0.74,34,13.06,1.8,100,18.64,1.62,37,3.37
2023-07-19 03:00:00+00:00,1.44,53,5.65,4.07,31,6.58,5.55,71,11.85,4.09,75,10.16,4.99,100,10.7,1.86,100,5.42,0.68,56,14.83,1.73,100,18.33,1.29,39,5.55
2023-07-19 04:00:00+00:00,1.57,59,7.87,4.36,48,7.62,5.57,61,12.25,4.24,59,10.7,4.7,100,10.38,1.42,100,6.09,0.85,67,15.29,1.68,100,18.12,1.01,43,7.12
2023-07-19 05:00:00+00:00,2.01,64,8.85,4.61,59,10.14,5.69,55,12.98,4.61,49,11.99,4.67,100,10.2,1.2,100,7.52,0.94,70,15.93,1.75,99,19.39,1.17,43,8.39
2023-07-19 06:00:00+00:00,2.25,67,9.5,5.49,65,11.31,5.64,58,13.67,5.02,52,12.97,4.41,100,10.15,0.97,98,8.68,1.39,74,18.06,1.37,99,21.0,1.15,45,9.88
2023-07-19 07:00:00+00:00,2.04,81,10.73,5.97,99,12.2,5.65,100,14.18,4.76,89,13.77,4.21,100,10.07,0.85,100,9.95,2.14,100,20.59,1.19,100,21.56,1.15,49,10.49
2023-07-19 08:00:00+00:00,1.8,82,12.05,6.05,100,12.95,5.61,98,14.77,4.65,89,14.83,4.14,100,10.08,0.53,100,10.67,3.63,100,22.67,1.31,100,25.38,1.43,38,11.91
2023-07-19 09:00:00+00:00,1.95,83,13.02,6.2,100,14.11,5.62,98,15.16,4.62,93,15.33,4.07,100,10.47,0.61,100,12.22,4.8,100,24.18,1.04,100,28.62,1.52,34,13.18
2023-07-19 10:00:00+00:00,2.18,85,14.01,6.23,97,15.58,5.45,92,16.06,4.66,93,16.22,4.08,100,10.68,1.06,100,13.05,4.67,100,24.99,1.21,96,30.39,1.69,33,14.13
2023-07-19 11:00:00+00:00,1.9,84,15.28,6.0,98,16.3,5.14,87,16.73,4.81,82,17.15,4.03,100,11.01,1.32,100,12.35,4.57,100,26.44,1.76,78,31.62,1.72,36,14.88
2023-07-19 12:00:00+00:00,1.43,84,16.59,6.46,98,17.58,5.42,74,17.48,4.65,77,17.69,3.88,100,11.12,1.01,100,12.63,5.06,100,26.49,2.35,77,31.78,1.73,44,15.44
2023-07-19 13:00:00+00:00,1.03,93,17.09,6.96,81,17.37,6.22,7,18.11,4.77,10,18.24,3.73,100,11.49,1.21,100,13.54,5.56,100,23.05,1.63,100,31.21,1.87,97,15.45
2023-07-19 14:00:00+00:00,0.82,84,17.13,5.64,91,15.63,7.43,12,18.27,5.55,15,18.38,3.69,100,12.22,1.22,100,13.1,3.48,100,20.53,0.82,100,25.38,2.3,97,15.21
2023-07-19 15:00:00+00:00,0.65,89,15.96,6.05,73,16.38,7.69,11,18.08,6.07,28,17.82,3.5,99,12.9,0.65,100,12.83,2.88,100,22.61,0.63,75,26.63,2.2,97,14.91
2023-07-19 16:00:00+00:00,0.4,92,14.4,5.15,79,14.75,7.73,11,17.64,5.64,28,17.54,3.4,99,12.39,0.49,100,12.57,4.18,100,20.59,1.82,58,28.72,2.31,98,14.55
2023-07-19 17:00:00+00:00,0.84,94,13.72,5.14,76,14.84,7.87,13,16.84,5.69,24,16.31,3.32,99,12.28,1.09,100,11.73,4.04,100,20.44,2.73,50,24.71,2.83,98,13.94
2023-07-19 18:00:00+00:00,1.1,95,13.21,4.87,74,13.63,7.6,14,15.95,5.7,23,14.98,3.45,99,12.02,1.56,100,10.43,1.57,100,19.03,2.19,58,21.35,2.78,98,13.56
2023-07-19 19:00:00+00:00,0.73,100,11.77,4.38,95,12.1,6.89,25,14.93,5.15,21,13.58,3.58,96,11.62,1.51,100,9.49,2.22,98,17.98,2.17,100,20.06,2.14,97,12.4
2023-07-19 20:00:00+00:00,0.62,100,10.0,4.12,96,10.99,6.05,29,14.02,4.38,23,12.29,3.54,95,11.2,1.4,100,9.3,3.0,99,16.49,1.43,100,19.79,1.9,87,10.65
2023-07-19 21:00:00+00:00,0.99,100,9.17,3.79,93,10.09,5.74,32,13.6,3.75,24,11.38,3.87,97,11.01,1.3,100,9.35,3.31,86,15.03,0.5,100,19.74,2.12,82,8.93
2023-07-19 22:00:00+00:00,1.28,100,9.67,3.61,93,9.37,5.56,33,13.03,3.56,24,10.83,3.87,97,10.69,1.32,100,9.28,3.2,89,14.77,1.17,100,19.32,1.92,82,8.28
2023-07-19 23:00:00+00:00,1.64,100,8.67,3.64,91,7.74,5.24,37,12.78,3.3,30,10.31,3.58,97,10.22,1.54,100,8.65,2.92,81,13.42,1.35,100,18.72,1.69,86,8.05
2023-07-20 00:00:00+00:00,1.9,100,7.85,3.58,92,7.17,4.87,40,12.33,3.16,40,10.26,3.35,96,10.04,1.85,100,8.11,3.1,68,12.59,1.58,96,18.15,1.32,88,8.38
2023-07-20 01:00:00+00:00,1.65,100,7.7,3.43,51,6.69,4.48,63,11.89,3.01,83,9.52,3.25,97,10.2,1.98,100,7.67,3.14,6,12.09,1.34,9,17.55,1.14,100,8.17
2023-07-20 02:00:00+00:00,1.49,100,7.96,3.36,36,6.27,4.34,62,11.5,2.79,76,7.74,3.22,98,10.48,1.88,100,7.31,3.51,4,11.73,1.13,14,17.08,1.31,100,8.28
2023-07-20 03:00:00+00:00,1.4,100,8.37,3.22,30,6.18,3.95,56,11.16,2.6,74,7.5,2.85,99,10.74,1.71,100,7.45,3.32,3,11.22,1.26,18,16.77,1.36,100,8.93
2023-07-20 04:00:00+00:00,1.36,100,9.04,3.16,26,7.47,4.02,51,11.79,2.68,77,8.59,2.51,99,11.12,2.41,100,7.05,3.48,4,11.16,0.77,35,17.48,1.44,100,9.38
2023-07-20 05:00:00+00:00,1.32,100,9.59,3.81,40,10.49,4.24,47,12.88,3.22,73,10.81,2.49,99,11.59,2.8,100,7.11,4.13,10,12.57,1.37,48,17.92,1.52,100,10.1
2023-07-20 06:00:00+00:00,1.97,100,10.64,4.97,41,10.35,5.0,85,14.36,3.42,82,13.57,3.07,99,11.12,1.66,100,9.82,3.59,0,15.62,0.75,68,19.28,1.53,100,11.44
2023-07-20 07:00:00+00:00,2.39,100,10.79,5.15,47,10.95,5.13,86,14.32,3.73,86,13.46,2.9,99,11.11,2.6,100,10.0,4.51,1,15.77,0.82,62,19.68,1.85,100,11.63
2023-07-20 08:00:00+00:00,2.4,100,11.38,4.97,58,11.49,4.9,82,14.54,3.75,89,13.79,2.85,99,11.12,2.99,100,10.44,4.88,4,16.54,1.1,58,20.63,2.36,100,12.27
2023-07-20 09:00:00+00:00,2.1,100,12.79,4.83,69,12.32,4.39,75,14.94,3.52,92,14.63,3.02,100,11.37,2.8,100,11.24,4.89,13,17.68,0.94,57,21.51,3.0,100,13.0
2023-07-20 10:00:00+00:00,1.97,100,14.79,4.81,80,13.43,3.89,67,15.61,3.48,91,15.58,2.82,100,11.95,2.02,100,12.38,5.28,25,18.55,1.3,55,22.55,3.37,98,14.05
2023-07-20 11:00:00+00:00,2.37,100,16.8,4.9,92,15.33,3.99,55,16.5,3.5,93,16.56,2.83,100,12.72,1.19,100,13.94,5.43,44,19.0,1.44,55,23.43,4.04,97,15.26
2023-07-20 12:00:00+00:00,3.14,100,16.8,5.19,89,16.29,3.88,48,17.06,3.41,92,16.96,2.89,100,13.12,0.84,100,13.37,5.08,46,19.4,1.49,60,23.05,4.17,90,15.79
2023-07-20 13:00:00+00:00,3.47,100,15.67,5.48,96,15.22,3.62,28,17.33,3.16,73,17.68,2.94,100,13.01,1.14,100,13.09,5.16,47,19.91,1.7,98,22.96,4.67,65,16.22
2023-07-20 14:00:00+00:00,2.74,100,16.03,5.6,65,16.14,3.71,25,17.45,2.94,72,18.01,2.99,100,12.8,1.59,100,12.69,4.77,51,21.15,2.07,99,23.76,4.93,77,16.11
2023-07-20 15:00:00+00:00,2.22,100,14.66,5.33,73,15.38,3.59,35,17.41,3.14,77,17.39,3.12,100,12.81,1.56,100,12.25,4.71,66,21.01,2.11,99,23.25,4.89,84,15.67
2023-07-20 16:00:00+00:00,1.87,100,13.71,4.54,78,15.35,3.26,47,16.97,2.85,80,16.19,3.1,100,12.47,1.66,100,11.92,3.85,74,20.47,1.63,99,22.24,4.87,88,15.35
2023-07-20 17:00:00+00:00,1.5,100,12.38,4.36,80,15.03,3.09,58,16.39,2.35,83,15.94,3.01,100,12.07,1.76,100,11.7,3.18,79,18.87,1.72,99,20.51,4.82,91,14.68
2023-07-20 18:00:00+00:00,1.22,100,11.33,4.28,82,14.26,3.25,65,16.23,1.81,86,14.83,3.02,100,11.42,1.93,100,10.36,1.58,83,17.43,1.61,100,19.06,4.08,92,13.82
2023-07-20 19:00:00+00:00,0.92,100,10.84,4.02,16,12.8,3.23,100,15.72,1.47,100,13.78,3.15,100,11.03,2.4,100,9.46,0.68,100,16.02,1.27,100,18.72,2.53,99,12.47
2023-07-20 20:00:00+00:00,1.86,100,10.03,4.51,15,11.52,3.32,97,15.02,1.52,100,12.63,3.45,100,10.73,2.13,100,8.49,0.32,100,13.96,1.04,100,18.57,2.22,99,10.49
2023-07-20 21:00:00+00:00,1.85,100,9.13,4.42,14,10.66,3.38,80,13.71,1.7,89,11.06,3.38,100,10.03,1.99,100,8.2,0.57,100,13.17,0.75,100,18.53,2.19,99,8.82
2023-07-20 22:00:00+00:00,1.65,100,9.22,4.44,26,10.04,3.2,72,13.02,2.02,80,10.19,3.24,100,9.52,2.06,100,7.98,1.16,96,12.83,0.24,100,18.49,2.03,98,7.85
2023-07-20 23:00:00+00:00,1.59,100,9.12,4.46,41,9.78,2.86,68,12.59,2.3,78,10.37,3.11,100,8.05,2.34,100,7.52,1.29,97,12.16,0.64,100,18.21,2.04,90,6.82
2023-07-21 00:00:00+00:00,1.59,99,8.46,5.3,51,10.79,2.89,65,12.22,2.5,76,10.19,3.08,100,7.48,2.44,100,7.23,1.36,98,11.82,0.15,100,17.74,1.98,88,6.31
2023-07-21 01:00:00+00:00,1.78,99,8.02,5.04,100,11.04,2.62,49,12.01,2.36,72,9.63,2.98,100,6.81,3.16,100,6.49,1.34,99,11.68,0.37,97,17.68,1.87,100,6.67
2023-07-21 02:00:00+00:00,1.88,99,7.76,4.6,100,10.64,2.08,51,11.76,2.13,74,8.77,2.92,100,6.59,3.12,100,5.74,1.14,100,12.48,0.31,98,17.97,1.66,100,7.84
2023-07-21 03:00:00+00:00,1.99,98,8.02,4.6,100,10.37,1.94,56,11.85,2.12,75,8.58,2.94,100,7.18,2.67,100,5.74,1.48,100,13.27,0.51,95,17.55,1.65,100,8.6
2023-07-21 04:00:00+00:00,2.13,95,8.74,4.43,99,10.45,2.61,66,12.65,1.95,81,10.19,3.13,100,8.06,2.71,100,5.79,1.31,100,13.52,0.48,82,17.1,1.59,100,9.04
2023-07-21 05:00:00+00:00,2.34,95,9.62,4.61,99,10.93,3.45,72,13.11,2.18,85,11.79,3.72,100,9.69,2.96,100,6.02,1.78,100,13.47,0.23,74,18.57,1.71,100,9.28
2023-07-21 06:00:00+00:00,2.06,96,9.85,4.56,99,11.25,3.89,76,13.81,3.03,87,13.01,3.77,100,10.55,2.83,100,5.86,1.18,100,13.49,0.59,66,19.84,1.94,100,9.68
2023-07-21 07:00:00+00:00,1.93,100,10.3,4.65,100,11.86,4.43,91,14.71,3.81,98,13.8,3.8,100,11.73,2.85,100,5.53,1.14,100,13.84,1.1,31,20.97,2.04,100,9.95
2023-07-21 08:00:00+00:00,1.73,100,10.55,5.15,100,13.1,4.57,92,15.3,4.1,98,14.58,3.93,100,12.6,3.1,100,5.62,0.74,100,14.58,1.65,36,22.3,2.07,100,10.11
2023-07-21 09:00:00+00:00,1.53,100,10.94,5.47,94,14.11,5.07,95,15.35,4.21,99,15.51,3.76,100,13.05,3.14,100,6.61,1.88,100,17.17,2.01,53,23.17,1.93,100,10.32
2023-07-21 10:00:00+00:00,1.26,100,11.51,5.42,92,14.82,5.17,95,15.99,4.36,98,16.09,3.47,100,13.35,3.14,100,7.02,2.75,100,18.97,1.68,64,23.84,2.25,100,11.18
2023-07-21 11:00:00+00:00,0.94,100,12.06,5.72,82,16.05,5.15,95,16.69,4.17,99,16.35,3.24,100,13.42,3.02,100,7.23,4.36,100,18.07,1.24,71,23.35,2.32,99,12.4
2023-07-21 12:00:00+00:00,0.81,100,12.15,5.56,72,16.63,5.04,93,17.25,4.33,99,16.35,2.94,100,13.46,2.75,100,7.78,4.97,100,17.74,0.8,76,23.23,2.17,99,12.62
2023-07-21 13:00:00+00:00,0.81,100,13.09,5.51,19,17.37,5.13,34,17.43,4.44,76,16.66,2.76,100,13.67,2.74,100,8.11,5.63,100,17.18,0.2,100,23.43,2.3,100,12.88
2023-07-21 14:00:00+00:00,0.88,100,14.38,5.62,30,17.58,5.43,31,17.44,4.63,62,17.2,2.67,100,14.05,2.84,100,9.5,5.17,100,17.05,0.74,100,23.75,2.63,100,13.55
2023-07-21 15:00:00+00:00,0.58,99,14.23,5.05,42,17.31,5.49,28,17.38,4.65,52,16.95,2.56,100,13.74,2.88,97,10.85,5.6,100,18.42,1.3,98,23.71,2.78,100,14.13
2023-07-21 16:00:00+00:00,0.55,98,13.5,5.45,40,17.11,5.6,26,17.11,4.6,43,16.62,2.52,100,13.33,3.33,93,11.69,5.34,83,19.67,0.85,99,22.75,2.9,100,14.26
2023-07-21 17:00:00+00:00,0.55,99,12.16,4.4,48,16.4,5.5,26,16.23,4.37,37,16.16,2.48,100,12.87,3.23,94,11.23,5.27,73,19.4,0.94,99,22.06,2.95,100,13.94
2023-07-21 18:00:00+00:00,0.4,99,11.35,4.05,54,14.71,5.33,28,15.18,4.13,33,14.74,2.76,100,12.25,2.86,94,10.92,4.43,69,18.41,2.6,99,20.29,2.76,100,13.34
2023-07-21 19:00:00+00:00,1.25,8,9.64,3.2,55,9.72,6.1,30,13.36,4.53,18,12.24,2.32,100,10.66,1.5,95,9.17,2.16,3,13.97,1.82,99,16.43,2.12,100,11.33
2023-07-21 20:00:00+00:00,1.17,8,9.23,2.4,58,9.21,5.39,30,13.31,3.74,18,12.16,2.47,100,10.56,1.4,96,9.11,2.9,0,14.35,1.95,99,16.38,2.17,100,11.17
2023-07-21 21:00:00+00:00,1.05,8,9.82,2.28,60,8.95,4.97,29,13.15,3.14,18,11.85,2.43,100,10.53,1.26,96,9.35,3.16,7,13.62,1.36,99,16.33,2.09,100,11.07
2023-07-21 22:00:00+00:00,0.84,11,9.46,2.25,66,8.58,4.84,30,12.85,2.76,18,11.19,2.51,100,10.37,1.23,96,9.19,3.02,19,13.23,1.27,99,16.25,1.91,100,10.83
2023-07-21 23:00:00+00:00,0.73,13,8.96,2.11,72,8.12,4.81,31,12.49,2.6,19,10.4,2.8,100,10.19,1.25,97,8.96,3.05,31,12.79,1.38,100,16.07,1.8,100,10.53
2023-07-22 00:00:00+00:00,0.77,14,8.39,2.15,79,7.5,4.66,34,12.04,2.41,21,9.5,3.0,100,9.98,1.22,98,8.66,3.61,46,12.55,0.52,100,15.87,1.73,100,10.22
2023-07-22 01:00:00+00:00,0.86,11,7.77,2.11,22,6.38,4.45,24,11.34,2.2,22,7.73,3.09,100,9.81,1.25,100,8.25,3.34,89,11.89,0.49,100,15.66,1.72,100,9.95
2023-07-22 02:00:00+00:00,0.78,16,7.58,2.05,27,6.18,4.27,39,11.16,2.07,42,7.31,3.2,100,9.81,1.17,100,8.13,3.15,47,10.18,0.61,100,15.58,1.7,100,9.89
2023-07-22 03:00:00+00:00,0.81,30,8.64,1.99,37,6.13,4.13,55,11.19,2.09,61,7.43,3.2,100,9.78,1.23,100,8.29,2.96,34,8.5,0.46,100,15.47,1.52,100,10.04
2023-07-22 04:00:00+00:00,0.75,41,9.96,1.8,41,7.89,4.08,66,11.92,2.27,71,9.52,3.4,100,9.68,1.04,100,8.72,2.68,28,8.25,0.39,100,15.55,1.36,100,10.33
2023-07-22 05:00:00+00:00,0.88,47,10.62,2.55,50,10.23,4.02,73,12.8,2.9,77,11.44,3.58,100,8.06,0.97,100,9.02,2.24,24,10.74,0.48,90,16.45,1.22,100,10.57
2023-07-22 06:00:00+00:00,1.1,51,11.88,2.67,59,11.97,4.17,75,13.5,3.48,80,12.85,3.73,100,7.69,0.85,100,9.58,3.27,30,12.81,0.61,80,17.87,1.3,100,10.78
2023-07-22 07:00:00+00:00,1.06,70,13.33,3.34,100,12.54,4.36,55,14.23,3.61,80,14.1,3.79,100,7.22,0.89,100,9.79,3.9,31,14.86,1.18,83,18.43,1.18,100,10.79
2023-07-22 08:00:00+00:00,0.98,71,14.8,3.3,100,11.37,4.31,52,14.73,3.74,58,15.12,3.79,100,6.8,0.96,100,9.79,4.21,28,16.95,0.71,90,18.53,1.11,100,11.09
2023-07-22 09:00:00+00:00,1.19,80,15.52,2.61,100,11.3,4.01,58,14.83,3.84,64,15.04,3.74,100,6.41,0.93,100,9.67,4.81,29,18.73,0.68,93,19.6,1.34,100,11.51
2023-07-22 10:00:00+00:00,1.36,85,16.27,2.51,100,13.3,4.09,62,15.11,3.56,72,15.36,3.62,100,6.4,0.85,100,9.97,5.17,34,20.26,1.56,95,21.67,1.79,100,12.62
2023-07-22 11:00:00+00:00,1.29,88,17.5,3.42,97,15.23,4.01,66,15.28,3.6,77,15.46,3.52,100,6.39,1.11,100,9.86,5.31,44,21.48,2.5,96,21.1,2.16,100,12.99
2023-07-22 12:00:00+00:00,0.81,90,16.61,4.16,96,14.7,3.61,67,15.73,3.52,79,15.5,3.26,100,6.46,1.51,100,10.81,5.29,54,21.23,2.41,96,21.17,2.23,100,13.02
2023-07-22 13:00:00+00:00,0.16,100,14.75,3.31,100,13.76,3.48,63,16.14,3.3,97,15.18,3.0,100,6.57,1.71,61,13.59,5.5,100,20.64,2.05,100,20.27,1.93,100,12.73
2023-07-22 14:00:00+00:00,0.38,100,13.59,3.64,61,15.29,4.25,74,16.12,3.36,97,16.21,2.83,100,6.63,1.85,54,13.48,5.82,100,20.13,1.7,98,19.91,1.49,100,12.3
2023-07-22 15:00:00+00:00,0.42,100,13.49,3.46,44,16.45,5.06,75,15.94,4.1,97,16.12,2.86,100,6.64,1.95,67,12.88,5.22,99,20.17,1.13,99,19.22,0.84,100,12.17
2023-07-22 16:00:00+00:00,0.42,100,14.13,4.07,51,14.78,5.09,74,15.53,4.12,96,15.05,3.08,100,6.23,2.21,74,12.36,3.46,99,19.53,0.12,99,18.9,0.33,100,12.01
2023-07-22 17:00:00+00:00,0.58,100,14.04,4.18,46,15.69,4.58,70,15.2,3.7,96,14.26,2.93,100,6.24,2.12,76,11.81,5.19,98,21.1,0.21,99,18.79,0.64,100,11.81
2023-07-22 18:00:00+00:00,0.74,99,13.83,3.76,53,13.76,4.08,64,14.76,2.8,92,13.59,2.6,100,6.4,1.57,80,11.3,2.83,98,20.0,1.06,99,17.92,1.15,100,11.43
2023-07-22 19:00:00+00:00,0.81,97,12.27,2.98,19,11.98,4.05,45,13.7,2.15,22,11.78,2.67,100,6.35,1.82,96,10.05,2.66,98,18.11,1.03,100,17.38,1.34,100,10.89
2023-07-22 20:00:00+00:00,0.84,93,10.83,2.88,14,9.88,4.11,47,12.39,2.07,30,9.51,2.71,100,6.28,1.95,98,8.64,2.2,99,17.42,1.17,100,16.95,1.49,100,10.41
2023-07-22 21:00:00+00:00,1.29,100,9.54,2.37,21,9.76,3.93,32,11.37,1.83,26,10.47,2.24,100,7.06,1.82,99,7.26,3.63,0,15.54,0.37,70,15.42,0.58,100,10.66
2023-07-22 22:00:00+00:00,1.4,100,9.12,2.34,22,8.72,4.13,32,11.29,1.9,27,9.93,2.17,100,7.14,2.09,98,6.91,3.97,18,15.24,0.95,68,15.37,0.57,100,10.57
2023-07-22 23:00:00+00:00,1.41,100,8.79,2.32,21,8.15,4.14,33,11.18,1.91,27,8.92,2.01,100,7.35,2.08,97,6.63,3.86,36,15.14,1.11,65,15.21,0.42,100,10.44
2023-07-23 00:00:00+00:00,1.69,100,8.12,2.26,19,7.45,4.28,38,11.4,2.2,29,8.13,1.86,100,7.58,2.0,95,6.58,3.5,55,14.75,0.93,60,14.85,0.6,100,10.35
2023-07-23 01:00:00+00:00,1.75,86,7.55,2.11,7,6.77,4.12,71,11.15,2.31,74,8.01,1.74,100,7.89,1.81,97,7.38,3.75,80,14.38,0.95,24,14.34,0.96,100,10.01
2023-07-23 02:00:00+00:00,1.67,92,7.47,1.95,44,6.28,3.98,83,10.8,2.21,81,6.76,1.59,100,8.41,1.87,98,7.77,4.52,100,14.74,1.02,11,13.86,1.39,100,9.55
2023-07-23 03:00:00+00:00,1.61,95,8.71,1.98,54,6.24,4.11,87,11.08,2.12,72,6.52,1.53,100,8.91,1.81,99,7.75,4.33,100,14.2,0.82,9,13.68,1.63,100,9.46
2023-07-23 04:00:00+00:00,1.8,96,9.76,1.66,62,8.1,4.05,89,11.33,2.24,74,7.8,1.31,100,9.75,1.81,99,7.6,4.33,100,13.96,0.85,7,13.69,1.63,100,9.69
2023-07-23 05:00:00+00:00,1.75,97,10.19,2.01,64,10.06,3.96,91,11.49,2.63,79,9.85,1.28,100,9.96,1.68,99,7.61,4.92,100,15.46,0.7,6,15.61,1.72,100,10.04
2023-07-23 06:00:00+00:00,1.59,97,10.66,2.01,67,11.71,3.65,93,11.79,2.1,82,10.32,1.3,100,10.39,1.54,100,7.95,6.04,98,18.32,0.87,6,17.19,1.83,100,10.4
2023-07-23 07:00:00+00:00,1.75,100,11.41,1.88,88,13.68,3.38,94,12.35,1.99,98,10.2,1.33,100,10.95,1.38,100,8.51,7.25,92,20.89,1.12,3,18.91,2.05,100,10.7
2023-07-23 08:00:00+00:00,1.85,100,11.95,2.15,53,15.39,3.41,88,13.61,2.3,98,11.19,1.38,100,11.35,1.29,100,9.38,8.12,96,22.09,1.26,2,21.31,2.07,100,10.94
2023-07-23 09:00:00+00:00,1.82,100,12.67,2.25,47,16.88,3.69,83,14.17,3.06,96,13.01,1.37,100,11.4,1.32,100,9.62,8.98,97,23.24,1.64,1,23.14,2.04,100,11.14
2023-07-23 10:00:00+00:00,1.88,100,13.29,2.35,52,17.65,3.63,78,14.57,2.95,96,13.52,1.37,100,11.71,1.2,100,10.34,9.6,98,24.08,1.78,1,24.6,1.98,100,11.2
2023-07-23 11:00:00+00:00,1.79,100,14.32,3.01,61,17.16,3.63,71,15.51,3.02,96,14.27,1.46,100,11.9,1.13,100,10.92,9.73,98,23.66,1.8,2,25.98,1.84,100,11.0
2023-07-23 12:00:00+00:00,1.4,100,15.35,3.16,68,16.11,3.31,62,16.32,2.78,95,15.15,1.59,100,11.87,1.25,100,11.81,8.57,98,21.8,1.79,3,27.33,1.79,100,10.76
2023-07-23 13:00:00+00:00,0.91,84,16.19,3.21,100,17.13,3.34,5,16.8,2.68,59,16.62,1.96,100,11.62,1.32,100,12.73,8.98,100,20.01,1.66,5,27.67,1.62,100,10.59
2023-07-23 14:00:00+00:00,0.77,88,14.92,2.85,100,17.2,3.08,9,16.8,3.01,52,17.69,2.58,100,11.19,1.71,100,13.59,8.35,100,18.91,1.5,7,27.79,1.52,100,10.45
2023-07-23 15:00:00+00:00,0.4,90,14.18,2.77,100,16.79,2.72,8,16.71,2.99,47,17.6,3.11,100,10.53,1.98,98,13.47,8.76,100,21.17,1.26,7,27.77,1.65,100,10.34
2023-07-23 16:00:00+00:00,0.33,93,13.82,3.32,100,15.49,2.13,12,16.48,2.83,40,17.19,2.93,100,9.95,1.57,98,13.29,7.96,97,21.9,0.87,7,27.49,1.51,100,10.33
2023-07-23 17:00:00+00:00,0.4,91,13.76,3.01,100,13.84,1.18,17,16.25,2.02,35,16.67,2.8,100,8.59,1.39,85,13.0,7.49,95,21.69,0.54,7,26.0,1.44,100,10.2
